model,best_params,cv_best_f1,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,experiment,dataset,protocol,variant,landmark_percent,setting,features_before,features_after,pca_variance,pca_components
logistic,"{""C"": 0.1}",0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,pkdd_czech,historical,revised,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,pkdd_czech,historical,revised,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""rbf""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,pkdd_czech,historical,revised,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,pkdd_czech,historical,revised,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.1666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0,0.5,0.3333333333333333,4,pkdd_czech,historical,revised,20.0,default,,,,
logistic,"{""C"": 0.1}",0.8888888888888888,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,4,pkdd_czech,clean,revised,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,4,pkdd_czech,clean,revised,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",0.8888888888888888,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,4,pkdd_czech,clean,revised,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.8888888888888888,0.8,0.8,0.7142857142857143,1.0,0.8333333333333334,0.8,0.7142857142857143,4,pkdd_czech,clean,revised,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.0,0.9,0.9,0.8333333333333334,1.0,0.9090909090909092,0.9,0.8333333333333334,4,pkdd_czech,clean,revised,20.0,default,,,,
logistic,"{""C"": 0.1}",0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,historical,revised,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,historical,revised,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,historical,revised,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,historical,revised,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.1666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0,0.5,0.3333333333333333,4,polish_bankruptcy,historical,revised,20.0,default,,,,
logistic,"{""C"": 0.1}",0.8888888888888888,0.6666666666666666,0.6666666666666666,0.6,1.0,0.75,1.0,1.0,4,polish_bankruptcy,clean,revised,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,clean,revised,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,0.6666666666666666,0.6666666666666666,0.6,1.0,0.75,1.0,1.0,4,polish_bankruptcy,clean,revised,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.8888888888888888,0.8333333333333334,0.8333333333333333,0.75,1.0,0.8571428571428571,0.9166666666666666,0.8571428571428571,4,polish_bankruptcy,clean,revised,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,clean,revised,20.0,default,,,,
logistic,"{""C"": 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,revised,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,revised,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,revised,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,historical,revised,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.1666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0,0.5,0.3333333333333333,4,taiwan_bankruptcy,historical,revised,20.0,default,,,,
logistic,"{""C"": 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,clean,revised,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,clean,revised,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,clean,revised,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,clean,revised,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,taiwan_bankruptcy,clean,revised,20.0,default,,,,
logistic,"{""C"": 1.0}",0.8857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,south_german_credit,historical,revised,10.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",0.8190476190476191,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,south_german_credit,historical,revised,10.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",0.8857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,south_german_credit,historical,revised,10.0,default,,,,
knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.7746031746031745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,south_german_credit,historical,revised,10.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,south_german_credit,historical,revised,10.0,default,,,,
logistic,"{""C"": 0.1}",0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,south_german_credit,historical,revised,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",0.5555555555555555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,south_german_credit,historical,revised,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""rbf""}",0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,4,south_german_credit,historical,revised,20.0,default,,,,
knn,"{""n_neighbors"": 4, ""weights"": ""distance""}",0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0.0,0.5,4,south_german_credit,historical,revised,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.3888888888888888,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,4,south_german_credit,historical,revised,20.0,default,,,,
logistic,"{""C"": 1.0}",1.0,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,4,south_german_credit,clean,revised,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,0.5,0.5,0.5,1.0,0.6666666666666666,0.7,0.696190476190476,4,south_german_credit,clean,revised,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",0.9333333333333332,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,4,south_german_credit,clean,revised,20.0,default,,,,
knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.7777777777777777,0.5,0.5,0.5,1.0,0.6666666666666666,0.8400000000000001,0.911111111111111,4,south_german_credit,clean,revised,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.1666666666666666,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,4,south_german_credit,clean,revised,20.0,default,,,,
logistic,"{""C"": 10.0}",0.3338315000797067,0.7737226277372263,0.6390710382513661,0.2333333333333333,0.4666666666666667,0.3111111111111111,0.692896174863388,0.4137451361621823,2,pkdd_czech,historical,tuned_baseline,,bounded_grid_3fold,,,,
random_forest,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.2769230769230769,0.9051094890510948,0.5959016393442623,0.75,0.2,0.3157894736842105,0.8043715846994535,0.5209711406908203,2,pkdd_czech,historical,tuned_baseline,,bounded_grid_3fold,,,,
svm,"{""C"": 2.0, ""kernel"": ""linear""}",0.388628762541806,0.7883211678832117,0.6765027322404371,0.2666666666666666,0.5333333333333333,0.3555555555555555,0.7240437158469946,0.3542316422465731,2,pkdd_czech,historical,tuned_baseline,,bounded_grid_3fold,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.0,0.8540145985401459,0.4795081967213114,0.0,0.0,0.0,0.6286885245901639,0.1604965999126583,2,pkdd_czech,historical,tuned_baseline,,bounded_grid_3fold,,,,
xgb,"{""max_depth"": 5, ""n_estimators"": 100}",0.5343468468468469,0.9197080291970804,0.7210382513661202,0.7,0.4666666666666667,0.56,0.8836065573770491,0.6625942593424812,2,pkdd_czech,historical,tuned_baseline,,bounded_grid_3fold,,,,
logistic,"{""C"": 10.0}",0.3381170908079544,0.781021897810219,0.6431693989071039,0.2413793103448276,0.4666666666666667,0.3181818181818182,0.6934426229508197,0.4149130459420663,2,pkdd_czech,clean,tuned_baseline,,bounded_grid_3fold,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 5}",0.2341269841269841,0.9124087591240876,0.6292349726775956,0.8,0.2666666666666666,0.4,0.812568306010929,0.5598501069538631,2,pkdd_czech,clean,tuned_baseline,,bounded_grid_3fold,,,,
svm,"{""C"": 2.0, ""kernel"": ""linear""}",0.3932400932400933,0.7883211678832117,0.6765027322404371,0.2666666666666666,0.5333333333333333,0.3555555555555555,0.7245901639344262,0.3608796146787569,2,pkdd_czech,clean,tuned_baseline,,bounded_grid_3fold,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.0,0.8540145985401459,0.4795081967213114,0.0,0.0,0.0,0.6327868852459015,0.1633755922653348,2,pkdd_czech,clean,tuned_baseline,,bounded_grid_3fold,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.5083778966131907,0.8978102189781022,0.7379781420765028,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.8327868852459017,0.5975738807244154,2,pkdd_czech,clean,tuned_baseline,,bounded_grid_3fold,,,,
logistic,"{""C"": 10.0}",0.3157209910450937,0.8557829604950024,0.7899045399045399,0.2052023121387283,0.7171717171717171,0.3191011235955056,0.8456644365735275,0.2160483371941595,2,polish_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
random_forest,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.3640585003433851,0.9205140409328892,0.7182539682539683,0.2951807228915662,0.494949494949495,0.3698113207547169,0.8753973299427845,0.4642206563299741,2,polish_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",0.3214692778663858,0.8810090433127082,0.7407314907314908,0.2172284644194756,0.5858585858585859,0.3169398907103825,0.8484898939444394,0.2235320545037173,2,polish_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.3294579442421002,0.9528795811518324,0.5912143412143412,0.5,0.1919191919191919,0.2773722627737226,0.709426936699664,0.2201437421229033,2,polish_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
xgb,"{""max_depth"": 5, ""n_estimators"": 200}",0.5632862371976906,0.9562113279390766,0.7513875013875014,0.5360824742268041,0.5252525252525253,0.5306122448979592,0.918843782480146,0.6138805093769802,2,polish_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
logistic,"{""C"": 10.0}",0.3150350188435624,0.8567348881485007,0.7904040404040404,0.2063953488372093,0.7171717171717171,0.3205417607223476,0.8450387995842541,0.2179409071114964,2,polish_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
random_forest,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.3588117916241995,0.917658257972394,0.7167554667554668,0.2848837209302325,0.494949494949495,0.3616236162361623,0.8751904660995571,0.4622803891363298,2,polish_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",0.3207309494734644,0.8810090433127082,0.7407314907314908,0.2172284644194756,0.5858585858585859,0.3169398907103825,0.8473571882662791,0.2203200932735835,2,polish_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.3309069440707858,0.9538315088053309,0.5965145965145965,0.5263157894736842,0.202020202020202,0.291970802919708,0.6950498995953542,0.2187194079233793,2,polish_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
xgb,"{""max_depth"": 5, ""n_estimators"": 200}",0.5606871503683256,0.9581151832460733,0.7667887667887667,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.9162201434928708,0.6098032932492926,2,polish_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
logistic,"{""C"": 0.1}",0.3034405585830018,0.8834310850439883,0.8628787878787879,0.1957671957671957,0.8409090909090909,0.3175965665236051,0.9417527548209368,0.4124907655989704,2,taiwan_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 5}",0.4253002686096819,0.9633431085043987,0.7393939393939394,0.44,0.5,0.4680851063829787,0.9469696969696968,0.4688725744175218,2,taiwan_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
svm,"{""C"": 0.5, ""kernel"": ""rbf""}",0.3282975081281665,0.9288856304985336,0.809469696969697,0.2654867256637168,0.6818181818181818,0.3821656050955414,0.9363292011019284,0.355515558144603,2,taiwan_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.2734353768836527,0.9626099706744868,0.5742424242424242,0.3333333333333333,0.1590909090909091,0.2153846153846154,0.72778064738292,0.1698086859377182,2,taiwan_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
xgb,"{""max_depth"": 5, ""n_estimators"": 200}",0.4298260971055088,0.9596774193548387,0.781439393939394,0.4126984126984127,0.5909090909090909,0.4859813084112149,0.9522555096418732,0.4905238831580069,2,taiwan_bankruptcy,historical,tuned_baseline,,bounded_grid_3fold,,,,
logistic,"{""C"": 0.1}",0.3027711893612276,0.8841642228739003,0.8632575757575758,0.1968085106382978,0.8409090909090909,0.3189655172413793,0.943474517906336,0.4091237270203705,2,taiwan_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
random_forest,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.4200955116448074,0.9523460410557184,0.8106060606060606,0.3670886075949367,0.6590909090909091,0.4715447154471545,0.9464187327823692,0.4822688447845051,2,taiwan_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
svm,"{""C"": 0.5, ""kernel"": ""rbf""}",0.3354786350307401,0.9310850439882696,0.8106060606060606,0.2727272727272727,0.6818181818181818,0.3896103896103896,0.9366046831955924,0.3648154566206656,2,taiwan_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.2744843794319057,0.9640762463343108,0.5859848484848484,0.3809523809523809,0.1818181818181818,0.2461538461538461,0.7164686639118457,0.1599866926242638,2,taiwan_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
xgb,"{""max_depth"": 5, ""n_estimators"": 200}",0.4314212197734925,0.9626099706744868,0.7829545454545455,0.4406779661016949,0.5909090909090909,0.5048543689320388,0.9489325068870524,0.4775116915693529,2,taiwan_bankruptcy,clean,tuned_baseline,,bounded_grid_3fold,,,,
logistic,"{""C"": 0.1}",0.588154148257241,0.69,0.6738095238095239,0.4871794871794871,0.6333333333333333,0.5507246376811594,0.7405952380952381,0.5704506050806771,2,south_german_credit,historical,tuned_baseline,,bounded_grid_3fold,,,,
random_forest,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.6028912082358878,0.685,0.6607142857142857,0.48,0.6,0.5333333333333333,0.748095238095238,0.589963325762984,2,south_german_credit,historical,tuned_baseline,,bounded_grid_3fold,,,,
svm,"{""C"": 0.5, ""kernel"": ""rbf""}",0.5914690097627737,0.7,0.6857142857142857,0.5,0.65,0.5652173913043478,0.7644047619047619,0.6218779124920094,2,south_german_credit,historical,tuned_baseline,,bounded_grid_3fold,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""uniform""}",0.3991606546792619,0.71,0.6071428571428572,0.525,0.35,0.42,0.6516071428571428,0.4283262108262108,2,south_german_credit,historical,tuned_baseline,,bounded_grid_3fold,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 200}",0.6130296587419195,0.69,0.6738095238095239,0.4871794871794871,0.6333333333333333,0.5507246376811594,0.7623809523809524,0.630686112749749,2,south_german_credit,historical,tuned_baseline,,bounded_grid_3fold,,,,
logistic,"{""C"": 0.1}",0.5857588383744939,0.69,0.6738095238095239,0.4871794871794871,0.6333333333333333,0.5507246376811594,0.7405952380952381,0.5710910288467708,2,south_german_credit,clean,tuned_baseline,,bounded_grid_3fold,,,,
random_forest,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.6019650761223795,0.685,0.6607142857142857,0.48,0.6,0.5333333333333333,0.7476190476190476,0.5892625158630073,2,south_german_credit,clean,tuned_baseline,,bounded_grid_3fold,,,,
svm,"{""C"": 0.5, ""kernel"": ""rbf""}",0.5922188080777638,0.705,0.6892857142857143,0.5064935064935064,0.65,0.5693430656934306,0.7658928571428572,0.6228940118251061,2,south_german_credit,clean,tuned_baseline,,bounded_grid_3fold,,,,
knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.3922509049223259,0.735,0.6154761904761905,0.6129032258064516,0.3166666666666666,0.4175824175824176,0.6730357142857144,0.4669846635530414,2,south_german_credit,clean,tuned_baseline,,bounded_grid_3fold,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 200}",0.6130296587419195,0.69,0.6738095238095239,0.4871794871794871,0.6333333333333333,0.5507246376811594,0.7623809523809524,0.630686112749749,2,south_german_credit,clean,tuned_baseline,,bounded_grid_3fold,,,,
logistic,,,0.4671532846715328,0.3792349726775956,0.0606060606060606,0.2666666666666666,0.0987654320987654,0.3939890710382513,0.0892854310602941,16,pkdd_czech,clean,pca_component_sweep,,components=2,,,0.063705868892454,
logistic,,,0.5182481751824818,0.4956284153005464,0.1076923076923077,0.4666666666666667,0.175,0.5120218579234973,0.1106418629692618,16,pkdd_czech,clean,pca_component_sweep,,components=5,,,0.1208924192756017,
logistic,,,0.5328467153284672,0.5622950819672131,0.1343283582089552,0.6,0.2195121951219512,0.5229508196721311,0.1196781509238897,16,pkdd_czech,clean,pca_component_sweep,,components=10,,,0.1980590115863517,
logistic,,,0.5912408759124088,0.5073770491803279,0.1132075471698113,0.4,0.1764705882352941,0.5278688524590164,0.1808308176190429,16,pkdd_czech,clean,pca_component_sweep,,components=20,,,0.324128536711188,
logistic,,,0.8333333333333334,0.8333333333333333,0.75,1.0,0.8571428571428571,1.0,1.0,12,pkdd_czech,clean,matched_sample_size,,t=6,,,,
logistic,,,0.75,0.75,0.6666666666666666,1.0,0.8,1.0,1.0,12,pkdd_czech,clean,matched_sample_size,,t=12,,,,
logistic,,,0.7226277372262774,0.5811475409836065,0.1714285714285714,0.4,0.24,0.5513661202185792,0.2728587811380937,13,pkdd_czech,clean,matched_pca_variance,,reference_variance=0.90,,,0.9079723751443594,71.0
logistic,,,0.8852927177534508,0.502941502941503,0.050632911392405,0.0808080808080808,0.0622568093385214,0.6691238054874419,0.0782505081313456,16,polish_bankruptcy,clean,pca_component_sweep,,components=2,,,0.2492195045735225,
logistic,,,0.7534507377439315,0.6930014430014431,0.1141804788213628,0.6262626262626263,0.1931464174454828,0.7289074561801835,0.1055286439030758,16,polish_bankruptcy,clean,pca_component_sweep,,components=5,,,0.479161792946756,
logistic,,,0.7448833888624464,0.7077089577089577,0.1159929701230228,0.6666666666666666,0.1976047904191616,0.7499268408359318,0.1207653326971874,16,polish_bankruptcy,clean,pca_component_sweep,,components=10,,,0.6549204142202996,
logistic,,,0.7767729652546407,0.7292429792429793,0.1329365079365079,0.6767676767676768,0.2222222222222222,0.7736707736707737,0.1247030917297364,16,polish_bankruptcy,clean,pca_component_sweep,,components=20,,,0.8017362041409717,
logistic,,,0.8529411764705882,0.8529411764705882,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.9100346020761244,0.8852022160845692,12,polish_bankruptcy,clean,matched_sample_size,,t=6,,,,
logistic,,,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9382716049382716,0.9459876543209876,12,polish_bankruptcy,clean,matched_sample_size,,t=12,,,,
logistic,,,0.8548310328415041,0.7365967365967365,0.1840490797546012,0.6060606060606061,0.2823529411764706,0.7978435705708433,0.189229677716679,13,polish_bankruptcy,clean,matched_pca_variance,,reference_variance=0.90,,,0.903546667920936,31.0
logistic,,,0.8673020527859238,0.8765151515151515,0.1813953488372093,0.8863636363636364,0.3011583011583011,0.9257920110192835,0.3768504969846944,18,taiwan_bankruptcy,clean,pca_component_sweep,,components=2,,,0.3148505591331634,
logistic,,,0.8717008797653959,0.8787878787878788,0.1866028708133971,0.8863636363636364,0.308300395256917,0.928288567493113,0.37357865839721,18,taiwan_bankruptcy,clean,pca_component_sweep,,components=5,,,0.4709203278522661,
logistic,,,0.8724340175953079,0.8571969696969697,0.1813725490196078,0.8409090909090909,0.2983870967741935,0.9287706611570248,0.35840496003845,18,taiwan_bankruptcy,clean,pca_component_sweep,,components=10,,,0.6118429845592234,
logistic,,,0.8621700879765396,0.8518939393939394,0.1697247706422018,0.8409090909090909,0.2824427480916031,0.9296659779614326,0.3442264290843345,18,taiwan_bankruptcy,clean,pca_component_sweep,,components=20,,,0.7598978977802184,
logistic,,,0.6875,0.6875,0.8,0.5,0.6153846153846154,0.84375,0.8461670274170274,12,taiwan_bankruptcy,clean,matched_sample_size,,t=6,,,,
logistic,,,0.625,0.625,1.0,0.25,0.4,0.8125,0.8541666666666666,12,taiwan_bankruptcy,clean,matched_sample_size,,t=12,,,,
logistic,,,0.8665689149560117,0.8541666666666667,0.1745283018867924,0.8409090909090909,0.2890625,0.9320420110192836,0.3419482391971449,13,taiwan_bankruptcy,clean,matched_pca_variance,,reference_variance=0.90,,,0.9053424741611414,36.0
logistic,,,0.6,0.5904761904761905,0.3863636363636363,0.5666666666666667,0.4594594594594595,0.6247619047619047,0.4088711446479317,18,south_german_credit,clean,pca_component_sweep,,components=2,,,0.1080155414255032,
logistic,,,0.66,0.6619047619047619,0.4545454545454545,0.6666666666666666,0.5405405405405406,0.6872619047619047,0.4637555844666674,18,south_german_credit,clean,pca_component_sweep,,components=5,,,0.2256553490114294,
logistic,,,0.655,0.6535714285714286,0.4482758620689655,0.65,0.5306122448979592,0.6910714285714287,0.4805325446750633,18,south_german_credit,clean,pca_component_sweep,,components=10,,,0.3745516663555686,
logistic,,,0.695,0.6964285714285714,0.4941176470588235,0.7,0.5793103448275863,0.7404761904761905,0.5219926679772499,18,south_german_credit,clean,pca_component_sweep,,components=20,,,0.5896563559569266,
logistic,,,0.45,0.4499999999999999,0.4,0.2,0.2666666666666666,0.59,0.615427619765855,12,south_german_credit,clean,matched_sample_size,,t=6,,,,
logistic,,,0.6,0.6,1.0,0.2,0.3333333333333333,0.64,0.7533333333333332,12,south_german_credit,clean,matched_sample_size,,t=12,,,,
logistic,,,0.69,0.6928571428571428,0.4883720930232558,0.7,0.5753424657534246,0.7486904761904761,0.5824200731378235,13,south_german_credit,clean,matched_pca_variance,,reference_variance=0.90,,,0.905078068080708,42.0
logistic,"{""C"": 0.1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,historical,historical500,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,historical,historical500,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,historical,historical500,20.0,default,,,,
knn,"{""n_neighbors"": 3, ""weights"": ""distance""}",0.9962732804379588,0.99,0.99,0.99,0.99,0.99,0.9949,0.995,4,polish_bankruptcy,historical,historical500,20.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.9974747474747474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,polish_bankruptcy,historical,historical500,20.0,default,,,,
logistic,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,polish_bankruptcy,historical,historical500,20.0,default,,,,
logistic,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,polish_bankruptcy,historical,historical500,20.0,default,24.0,9.0,,
knn,,,0.995,0.995,1.0,0.99,0.9949748743718592,0.995,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=1,,,,
knn,,,0.995,0.995,1.0,0.99,0.9949748743718592,0.99495,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=2,,,,
knn,,,0.99,0.99,0.99,0.99,0.99,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=3,,,,
knn,,,0.99,0.99,0.99,0.99,0.99,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=4,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=5,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=6,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=7,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=8,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=9,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=10,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=11,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=12,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=13,,,,
knn,,,0.985,0.985,0.9801980198019802,0.99,0.9850746268656716,0.9949,0.995,15,polish_bankruptcy,historical,historical500,20.0,k=14,,,,
